Restaurant Name,City,Cost for two,Currency,Price range,Rating,Rating text,Votes
Mocha,Ludhiana,800,Indian Rupee,2,3.7,Good,153
Mazzo,Ahmedabad,550,Indian Rupee,2,3.9,Good,166
BarBQ,Kolkata,900,Indian Rupee,2,4.2,Very Good,5288
Ricos,New Delhi,900,Indian Rupee,2,4.3,Very Good,4085
Kargo,Pune,900,Indian Rupee,2,4.4,Very Good,635
DiVine,Penola,20,Dollar($),2,3.4,Average,19
Gazebo,Rest of Hawaii,25,Dollar($),2,4.4,Very Good,552
Subway,Faridabad,500,Indian Rupee,2,0,Not rated,2
Chulha,Gurgaon,500,Indian Rupee,2,0,Not rated,0
D-Food,New Delhi,500,Indian Rupee,2,0,Not rated,0
Pakwan,New Delhi,500,Indian Rupee,2,0,Not rated,1
C Cube,Noida,500,Indian Rupee,2,0,Not rated,3
Sandoz,Noida,500,Indian Rupee,2,0,Not rated,1
Subway,Noida,500,Indian Rupee,2,0,Not rated,0
Janaab,New Delhi,600,Indian Rupee,2,0,Not rated,1
Haochi,Noida,600,Indian Rupee,2,0,Not rated,1
Subway,New Delhi,500,Indian Rupee,2,1.9,Poor,146
Grillz,New Delhi,500,Indian Rupee,2,2.2,Poor,19
Mehfil,New Delhi,600,Indian Rupee,2,2.4,Poor,35
Subway,Gurgaon,500,Indian Rupee,2,2.5,Average,150
Carara,New Delhi,500,Indian Rupee,2,2.6,Average,20
Anands,Noida,500,Indian Rupee,2,2.6,Average,36
Faasos,New Delhi,600,Indian Rupee,2,2.6,Average,10
Sandoz,New Delhi,600,Indian Rupee,2,2.6,Average,32
Khalsa,New Delhi,550,Indian Rupee,2,2.7,Average,55
Vatika,New Delhi,550,Indian Rupee,2,2.7,Average,52
Eat Me,New Delhi,600,Indian Rupee,2,2.7,Average,33
Yashna,Gurgaon,500,Indian Rupee,2,2.8,Average,73
Foodie,Noida,500,Indian Rupee,2,2.8,Average,8
Allure,New Delhi,600,Indian Rupee,2,2.8,Average,6
Saturn,New Delhi,600,Indian Rupee,2,2.8,Average,9
Yo Wok,New Delhi,750,Indian Rupee,2,2.8,Average,4
Jaguar,Gurgaon,800,Indian Rupee,2,2.8,Average,14
Meenas,New Delhi,550,Indian Rupee,2,2.9,Average,7
Choice,New Delhi,500,Indian Rupee,2,3,Average,4
Faasos,Gurgaon,600,Indian Rupee,2,3,Average,13
U Like,New Delhi,600,Indian Rupee,2,3,Average,16
Garage,New Delhi,650,Indian Rupee,2,3,Average,4
iGNiTE,New Delhi,650,Indian Rupee,2,3,Average,110
Ni Hao,Noida,700,Indian Rupee,2,3,Average,10
Prabhu,New Delhi,500,Indian Rupee,2,3.1,Average,8
Yakooz,New Delhi,550,Indian Rupee,2,3.1,Average,20
Faasos,Noida,600,Indian Rupee,2,3.1,Average,10
Freito,Indore,650,Indian Rupee,2,3.1,Average,26
Wazwan,New Delhi,700,Indian Rupee,2,3.1,Average,44
Chaska,New Delhi,500,Indian Rupee,2,3.2,Average,161
LaDiDa,New Delhi,500,Indian Rupee,2,3.2,Average,14
Sbarro,Noida,600,Indian Rupee,2,3.3,Average,97
Machan,Gurgaon,900,Indian Rupee,2,3.3,Average,88
Subway,Allahabad,400,Indian Rupee,2,3.4,Average,32
Veg Ex,New Delhi,500,Indian Rupee,2,3.4,Average,44
Gyan's,New Delhi,550,Indian Rupee,2,3.4,Average,93
Kangri,Gurgaon,750,Indian Rupee,2,3.4,Average,84
Barkat,New Delhi,800,Indian Rupee,2,3.4,Average,67
Mitraz,New Delhi,850,Indian Rupee,2,3.4,Average,101
Laguna,New Delhi,900,Indian Rupee,2,3.4,Average,60
Sbarro,New Delhi,600,Indian Rupee,2,3.5,Good,1311
Mama's,New Delhi,900,Indian Rupee,2,3.5,Good,40
Jambox,Noida,500,Indian Rupee,2,3.6,Good,30
Kori's,New Delhi,600,Indian Rupee,2,3.6,Good,110
Nukkad,New Delhi,650,Indian Rupee,2,3.6,Good,82
Pema's,New Delhi,700,Indian Rupee,2,3.6,Good,412
Madira,New Delhi,800,Indian Rupee,2,3.6,Good,67
Baba's,Gurgaon,900,Indian Rupee,2,3.6,Good,110
Lanche,New Delhi,600,Indian Rupee,2,3.7,Good,105
bu��no,Gurgaon,650,Indian Rupee,2,3.7,Good,18
Nashta,Gurgaon,700,Indian Rupee,2,3.7,Good,224
Chowki,New Delhi,750,Indian Rupee,2,3.7,Good,89
Veg Ex,Gurgaon,500,Indian Rupee,2,3.8,Good,45
Shagun,New Delhi,800,Indian Rupee,2,3.9,Good,419
Nimtho,New Delhi,750,Indian Rupee,2,4,Very Good,62
Aromas,Kanpur,350,Indian Rupee,2,4.1,Very Good,171
Kaiser,Gurgaon,650,Indian Rupee,2,4.1,Very Good,152
Onesta,Bangalore,600,Indian Rupee,2,4.3,Very Good,1413
Twigly,Gurgaon,500,Indian Rupee,2,4.5,Excellent,76
Santos,Manchester,20,Pounds,2,3.3,Average,23
Lahore,Manchester,25,Pounds,2,3.7,Good,48
Nawaab,Manchester,35,Pounds,2,3.9,Good,150
Akbars,Manchester,30,Pounds,2,4.2,Very Good,383
Mughli,Manchester,35,Pounds,2,4.5,Excellent,110
Chapala,Waterloo,25,Dollar($),2,3.6,Good,69
Re-Cess,Gainesville,25,Dollar($),2,4.2,Very Good,319
Ichiban,Pensacola,25,Dollar($),2,4.3,Very Good,765
Rookery,Macon,25,Dollar($),2,4.5,Excellent,289
Zunzi's,Savannah,25,Dollar($),2,4.5,Excellent,796
Cake'ry,New Delhi,500,Indian Rupee,2,0,Not rated,0
Dus Bab,New Delhi,500,Indian Rupee,2,0,Not rated,0
Hook Up,New Delhi,500,Indian Rupee,2,0,Not rated,1
Hot Wok,New Delhi,500,Indian Rupee,2,0,Not rated,1
Zombiez,New Delhi,500,Indian Rupee,2,0,Not rated,0
Biryani,Noida,500,Indian Rupee,2,0,Not rated,1
Faaso's,New Delhi,600,Indian Rupee,2,0,Not rated,1
Pitstop,Noida,600,Indian Rupee,2,0,Not rated,2
Barista,Gurgaon,650,Indian Rupee,2,0,Not rated,0
Sethi's,Noida,800,Indian Rupee,2,0,Not rated,0
Navab's,Noida,900,Indian Rupee,2,0,Not rated,0
Kwality,Gurgaon,650,Indian Rupee,2,2.4,Poor,52
Wheelyz,New Delhi,550,Indian Rupee,2,2.5,Average,41
Al Bake,New Delhi,600,Indian Rupee,2,2.5,Average,66
Omazoni,New Delhi,650,Indian Rupee,2,2.5,Average,120
Barista,Noida,650,Indian Rupee,2,2.5,Average,23
Handa's,New Delhi,500,Indian Rupee,2,2.6,Average,8
Hot Box,New Delhi,500,Indian Rupee,2,2.6,Average,114
Curries,New Delhi,600,Indian Rupee,2,2.7,Average,6
Mehfill,Noida,600,Indian Rupee,2,2.7,Average,90
Firenze,New Delhi,500,Indian Rupee,2,2.8,Average,25
Dilli 6,Noida,500,Indian Rupee,2,2.8,Average,84
Kamal's,New Delhi,550,Indian Rupee,2,2.8,Average,103
Gullu's,New Delhi,550,Indian Rupee,2,2.9,Average,45
Caramel,Faridabad,600,Indian Rupee,2,2.9,Average,9
Bikaner,New Delhi,600,Indian Rupee,2,2.9,Average,6
Mithaas,Noida,650,Indian Rupee,2,2.9,Average,12
Welcome,Faridabad,700,Indian Rupee,2,2.9,Average,13
Chimney,New Delhi,800,Indian Rupee,2,2.9,Average,66
Begonia,Gurgaon,500,Indian Rupee,2,3,Average,8
Cholkat,New Delhi,500,Indian Rupee,2,3,Average,4
Pizzaon,New Delhi,500,Indian Rupee,2,3,Average,10
Popsy's,New Delhi,550,Indian Rupee,2,3,Average,5
Hooters,New Delhi,500,Indian Rupee,2,3.1,Average,6
Hot Pot,New Delhi,500,Indian Rupee,2,3.1,Average,105
Craving,New Delhi,600,Indian Rupee,2,3.1,Average,10
Sai-Yo!,Gurgaon,650,Indian Rupee,2,3.1,Average,37
Barista,New Delhi,650,Indian Rupee,2,3.1,Average,18
Chokola,Gurgaon,700,Indian Rupee,2,3.1,Average,6
Raffles,New Delhi,800,Indian Rupee,2,3.1,Average,123
Bhukkad,New Delhi,500,Indian Rupee,2,3.2,Average,8
Chankya,New Delhi,500,Indian Rupee,2,3.2,Average,79
Al Bake,Faridabad,600,Indian Rupee,2,3.2,Average,31
Food4U!,Gurgaon,600,Indian Rupee,2,3.2,Average,18
Manwhar,New Delhi,650,Indian Rupee,2,3.2,Average,69
33 Food,New Delhi,700,Indian Rupee,2,3.2,Average,93
Sharazz,New Delhi,700,Indian Rupee,2,3.2,Average,32
Mr Wong,New Delhi,800,Indian Rupee,2,3.2,Average,10
Club 44,Noida,800,Indian Rupee,2,3.2,Average,11
Rasoi99,Noida,800,Indian Rupee,2,3.2,Average,10
Kabbaba,New Delhi,500,Indian Rupee,2,3.3,Average,31
Gulshan,New Delhi,600,Indian Rupee,2,3.3,Average,25
Pitstop,New Delhi,600,Indian Rupee,2,3.3,Average,85
Rooftop,New Delhi,600,Indian Rupee,2,3.3,Average,24
Oh Buoy,Noida,650,Indian Rupee,2,3.3,Average,50
Kwaliti,Gurgaon,700,Indian Rupee,2,3.3,Average,129
Gravies,New Delhi,700,Indian Rupee,2,3.3,Average,157
Karim's,Chandigarh,800,Indian Rupee,2,3.3,Average,86
Chimney,Faridabad,800,Indian Rupee,2,3.3,Average,25
Le Chef,New Delhi,800,Indian Rupee,2,3.3,Average,134
Red Wok,New Delhi,800,Indian Rupee,2,3.3,Average,146
Samavar,New Delhi,800,Indian Rupee,2,3.3,Average,89
Patiala,Gurgaon,600,Indian Rupee,2,3.4,Average,33
Hawkers,New Delhi,600,Indian Rupee,2,3.4,Average,398
Uncle's,Noida,600,Indian Rupee,2,3.4,Average,190
Barista,Ghaziabad,650,Indian Rupee,2,3.4,Average,33
Mitraao,Gurgaon,650,Indian Rupee,2,3.4,Average,117
Suruchi,Faridabad,700,Indian Rupee,2,3.4,Average,233
Nirvana,Patna,700,Indian Rupee,2,3.4,Average,61
Khidmat,Noida,750,Indian Rupee,2,3.4,Average,369
Shaolin,New Delhi,800,Indian Rupee,2,3.4,Average,217
Celeste,New Delhi,500,Indian Rupee,2,3.5,Good,14
Chin 10,New Delhi,500,Indian Rupee,2,3.5,Good,53
Haaochi,Noida,600,Indian Rupee,2,3.5,Good,123
Chaskaa,New Delhi,650,Indian Rupee,2,3.5,Good,220
Faaso's,Gurgaon,600,Indian Rupee,2,3.6,Good,33
Rawleaf,Gurgaon,700,Indian Rupee,2,3.6,Good,38
Nanking,Mysore,550,Indian Rupee,2,3.7,Good,208
Chiyang,Kochi,800,Indian Rupee,2,3.7,Good,277
Chokola,New Delhi,700,Indian Rupee,2,3.8,Good,391
Suruchi,New Delhi,700,Indian Rupee,2,3.8,Good,603
Threads,New Delhi,700,Indian Rupee,2,3.8,Good,59
Haunted,Chennai,800,Indian Rupee,2,3.8,Good,519
NYC.PIE,New Delhi,900,Indian Rupee,2,3.8,Good,306
Cha Bar,New Delhi,500,Indian Rupee,2,3.9,Good,3206
Concept,New Delhi,600,Indian Rupee,2,3.9,Good,301
Nuterro,Gurgaon,600,Indian Rupee,2,4,Very Good,101
Whipped,New Delhi,550,Indian Rupee,2,4.2,Very Good,372
YOLO 21,New Delhi,700,Indian Rupee,2,4.2,Very Good,1526
Zaikart,Nagpur,550,Indian Rupee,2,4.3,Very Good,88
Plot 17,Vizag,600,Indian Rupee,2,4.3,Very Good,172
Paragon,Kochi,900,Indian Rupee,2,4.3,Very Good,722
CakeBee,Coimbatore,350,Indian Rupee,2,4.9,Excellent,200
Bentoya,Edinburgh,25,Pounds,2,3.8,Good,32
The Coop,Orlando,25,Dollar($),2,3.6,Good,432
Monica's,Cedar Rapids/Iowa City,25,Dollar($),2,3.8,Good,161
Bardenay,Boise,25,Dollar($),2,4.5,Excellent,879
Miyabi 9,Des Moines,25,Dollar($),2,4.8,Excellent,860
The Cafe,Des Moines,25,Dollar($),2,4.9,Excellent,570
Grub Hub,Faridabad,500,Indian Rupee,2,0,Not rated,1
#hashtag,New Delhi,500,Indian Rupee,2,0,Not rated,0
Mr. Gold,New Delhi,500,Indian Rupee,2,0,Not rated,0
Brajwasi,Noida,500,Indian Rupee,2,0,Not rated,0
Platters,Noida,500,Indian Rupee,2,0,Not rated,0
Kebabish,New Delhi,550,Indian Rupee,2,0,Not rated,0
Cheffy's,Gurgaon,600,Indian Rupee,2,0,Not rated,0
Sky Hawk,New Delhi,600,Indian Rupee,2,0,Not rated,1
iKitchen,Gurgaon,650,Indian Rupee,2,0,Not rated,2
Foodhall,New Delhi,700,Indian Rupee,2,0,Not rated,3
Boozer's,Gurgaon,800,Indian Rupee,2,0,Not rated,0
US Pizza,Noida,650,Indian Rupee,2,2.2,Poor,134
Kamboj's,Noida,800,Indian Rupee,2,2.4,Poor,76
Alaturka,New Delhi,600,Indian Rupee,2,2.5,Average,100
City Hut,Noida,700,Indian Rupee,2,2.5,Average,27
New Woks,Noida,750,Indian Rupee,2,2.5,Average,79
Rainbows,New Delhi,500,Indian Rupee,2,2.6,Average,24
Nirula's,Faridabad,950,Indian Rupee,2,2.6,Average,14
Makhni's,New Delhi,500,Indian Rupee,2,2.7,Average,78
The Chef,Noida,500,Indian Rupee,2,2.7,Average,8
Momo-Cha,Faridabad,600,Indian Rupee,2,2.7,Average,56
Overdose,New Delhi,600,Indian Rupee,2,2.7,Average,10
Al Kabab,Gurgaon,800,Indian Rupee,2,2.7,Average,67
Hangover,Gurgaon,800,Indian Rupee,2,2.7,Average,11
Delhi 15,New Delhi,800,Indian Rupee,2,2.7,Average,45
Tea Halt,Gurgaon,500,Indian Rupee,2,2.8,Average,22
K's Town,New Delhi,500,Indian Rupee,2,2.8,Average,20
Mandarin,New Delhi,600,Indian Rupee,2,2.8,Average,14
Isabella,Gurgaon,700,Indian Rupee,2,2.8,Average,191
Flavours,New Delhi,500,Indian Rupee,2,2.9,Average,11
The Test,New Delhi,500,Indian Rupee,2,2.9,Average,4
K Raga's,Gurgaon,600,Indian Rupee,2,2.9,Average,5
Lazzez's,Noida,600,Indian Rupee,2,2.9,Average,25
Al Zaika,New Delhi,700,Indian Rupee,2,2.9,Average,8
Cravings,Faridabad,500,Indian Rupee,2,3,Average,4
Hungrill,Faridabad,500,Indian Rupee,2,3,Average,4
Chocopur,Noida,500,Indian Rupee,2,3,Average,11
Bawarchi,Faridabad,550,Indian Rupee,2,3,Average,14
The Guls,Gurgaon,650,Indian Rupee,2,3,Average,21
Pita Pan,Gurgaon,600,Indian Rupee,2,3.1,Average,82
Al-raaya,New Delhi,600,Indian Rupee,2,3.1,Average,6
BarShala,New Delhi,600,Indian Rupee,2,3.1,Average,14
Madhuban,New Delhi,850,Indian Rupee,2,3.1,Average,151
Om Ji Om,New Delhi,500,Indian Rupee,2,3.2,Average,60
Al-Malik,New Delhi,600,Indian Rupee,2,3.2,Average,21
Chopsuey,New Delhi,600,Indian Rupee,2,3.2,Average,71
The Chef,New Delhi,600,Indian Rupee,2,3.2,Average,23
Yo Tibet,New Delhi,500,Indian Rupee,2,3.3,Average,150
Rajshree,New Delhi,550,Indian Rupee,2,3.3,Average,16
Flavours,Gurgaon,600,Indian Rupee,2,3.3,Average,74
Bawarchi,New Delhi,600,Indian Rupee,2,3.3,Average,35
Om Hotel,New Delhi,600,Indian Rupee,2,3.3,Average,140
Chawla's,New Delhi,800,Indian Rupee,2,3.3,Average,50
Naivedya,Aurangabad,500,Indian Rupee,2,3.4,Average,71
Rollmaal,Gurgaon,500,Indian Rupee,2,3.4,Average,346
LaBont��,New Delhi,500,Indian Rupee,2,3.4,Average,17
Rollmaal,New Delhi,500,Indian Rupee,2,3.4,Average,218
Suruchee,New Delhi,500,Indian Rupee,2,3.4,Average,52
Rollmaal,Noida,500,Indian Rupee,2,3.4,Average,155
Bemisaal,New Delhi,800,Indian Rupee,2,3.4,Average,122
Alkauser,New Delhi,850,Indian Rupee,2,3.4,Average,58
Pita Pit,Gurgaon,600,Indian Rupee,2,3.5,Good,56
Hao Ming,Mangalore,600,Indian Rupee,2,3.5,Good,280
Telegram,New Delhi,700,Indian Rupee,2,3.5,Good,359
Majeed's,New Delhi,800,Indian Rupee,2,3.5,Good,170
Live Wok,Gurgaon,500,Indian Rupee,2,3.6,Good,45
Maa Tara,New Delhi,500,Indian Rupee,2,3.6,Good,458
Bizibean,Gurgaon,550,Indian Rupee,2,3.6,Good,59
Thikaana,New Delhi,550,Indian Rupee,2,3.6,Good,83
Oberoi's,New Delhi,600,Indian Rupee,2,3.6,Good,75
Pita Pit,Noida,600,Indian Rupee,2,3.6,Good,20
D Cabana,Vizag,600,Indian Rupee,2,3.6,Good,193
Alkakori,New Delhi,850,Indian Rupee,2,3.6,Good,198
Kaloreez,Vizag,400,Indian Rupee,2,3.7,Good,85
Lal Qila,Bhubaneshwar,500,Indian Rupee,2,3.7,Good,228
Palaaram,Kochi,550,Indian Rupee,2,3.7,Good,105
Nikashee,New Delhi,600,Indian Rupee,2,3.7,Good,408
Pita Pit,New Delhi,600,Indian Rupee,2,3.7,Good,217
Farratta,New Delhi,800,Indian Rupee,2,3.7,Good,93
Nagaland,New Delhi,800,Indian Rupee,2,3.7,Good,143
Cha cTea,Bhubaneshwar,500,Indian Rupee,2,3.8,Good,56
Culinate,Noida,500,Indian Rupee,2,3.8,Good,200
Beeryani,New Delhi,700,Indian Rupee,2,3.8,Good,136
Paradise,Chennai,900,Indian Rupee,2,3.8,Good,1317
VarieTea,Vadodara,400,Indian Rupee,2,3.9,Good,145
Mr Brown,Kanpur,500,Indian Rupee,2,3.9,Good,97
Bhukkhar,New Delhi,500,Indian Rupee,2,3.9,Good,100
The Haus,Surat,500,Indian Rupee,2,3.9,Good,28
Resto 37,New Delhi,700,Indian Rupee,2,3.9,Good,23
FrenZone,New Delhi,800,Indian Rupee,2,3.9,Good,288
Udaipuri,Gurgaon,700,Indian Rupee,2,4,Very Good,157
ChaiCofi,Kochi,800,Indian Rupee,2,4,Very Good,160
Dilli BC,New Delhi,700,Indian Rupee,2,4.1,Very Good,267
736 A.D.,New Delhi,900,Indian Rupee,2,4.1,Very Good,506
Mutual's,Jaipur,650,Indian Rupee,2,4.2,Very Good,198
Shikhara,New Delhi,800,Indian Rupee,2,4.2,Very Good,237
Chung Fa,Guwahati,600,Indian Rupee,2,4.3,Very Good,369
Puffizza,Ahmedabad,700,Indian Rupee,2,4.3,Very Good,744
Big Wong,New Delhi,900,Indian Rupee,2,4.3,Very Good,108
Burgrill,Chandigarh,500,Indian Rupee,2,4.5,Excellent,249
Cryo Lab,Ahmedabad,350,Indian Rupee,2,4.6,Excellent,166
Truffles,Bangalore,800,Indian Rupee,2,4.7,Excellent,9667
My Sugar,Cape Town,125,Rand(R),2,4.4,Very Good,157
Bleu Cafe,Valdosta,25,Dollar($),2,3.7,Good,185
Mi Patria,Des Moines,25,Dollar($),2,4,Very Good,157
Shokitini,Athens,25,Dollar($),2,4.2,Very Good,550
ADM Foodi,New Delhi,500,Indian Rupee,2,0,Not rated,1
Al- Laziz,New Delhi,500,Indian Rupee,2,0,Not rated,0
Aurangzeb,New Delhi,500,Indian Rupee,2,0,Not rated,1
Chawlas 2,New Delhi,500,Indian Rupee,2,0,Not rated,1
Panj Tara,New Delhi,500,Indian Rupee,2,0,Not rated,0
Pizza Day,New Delhi,500,Indian Rupee,2,0,Not rated,2
44 Grills,Noida,500,Indian Rupee,2,0,Not rated,0
Choco Bee,Noida,500,Indian Rupee,2,0,Not rated,3
The Dhaba,Noida,500,Indian Rupee,2,0,Not rated,0
DZI House,New Delhi,550,Indian Rupee,2,0,Not rated,0
Dietpoint,Gurgaon,600,Indian Rupee,2,0,Not rated,0
Chocolics,New Delhi,600,Indian Rupee,2,0,Not rated,2
GoGourmet,New Delhi,600,Indian Rupee,2,0,Not rated,3
Casa Bake,Noida,700,Indian Rupee,2,0,Not rated,2
Chination,Noida,700,Indian Rupee,2,0,Not rated,3
Pizza Key,Noida,700,Indian Rupee,2,0,Not rated,3
Cookfresh,New Delhi,800,Indian Rupee,2,0,Not rated,2
Encounter,New Delhi,800,Indian Rupee,2,0,Not rated,1
Al Fanoos,Gurgaon,900,Indian Rupee,2,0,Not rated,0
The Treat,New Delhi,500,Indian Rupee,2,2.1,Poor,138
Crazy Cow,New Delhi,600,Indian Rupee,2,2.2,Poor,126
Chin Chow,Gurgaon,550,Indian Rupee,2,2.4,Poor,38
New Zaika,Gurgaon,600,Indian Rupee,2,2.4,Poor,35
DELI2NITE,New Delhi,700,Indian Rupee,2,2.6,Average,15
Sky Grill,Noida,700,Indian Rupee,2,2.6,Average,34
Mezbaan's,Gurgaon,600,Indian Rupee,2,2.7,Average,61
Let'z Eat,New Delhi,600,Indian Rupee,2,2.7,Average,11
Pizza Yum,New Delhi,650,Indian Rupee,2,2.7,Average,8
Vedanta's,New Delhi,650,Indian Rupee,2,2.7,Average,66
Hotel DDR,Gurgaon,500,Indian Rupee,2,2.8,Average,10
Benchmark,New Delhi,500,Indian Rupee,2,2.8,Average,14
Green Hut,Gurgaon,600,Indian Rupee,2,2.8,Average,23
Saptagiri,New Delhi,900,Indian Rupee,2,2.8,Average,10
Apna Swad,New Delhi,500,Indian Rupee,2,2.9,Average,4
Spice Hut,New Delhi,500,Indian Rupee,2,2.9,Average,15
New Laziz,New Delhi,550,Indian Rupee,2,2.9,Average,6
Vaga Bond,New Delhi,550,Indian Rupee,2,2.9,Average,7
Kabab Hut,New Delhi,600,Indian Rupee,2,2.9,Average,37
Oh! China,New Delhi,600,Indian Rupee,2,2.9,Average,16
Roti Boti,Gurgaon,700,Indian Rupee,2,2.9,Average,35
Bawarchis,New Delhi,700,Indian Rupee,2,2.9,Average,16
The Blaze,Gurgaon,750,Indian Rupee,2,2.9,Average,8
La-Nawaab,New Delhi,500,Indian Rupee,2,3,Average,5
Mr.Hunger,New Delhi,500,Indian Rupee,2,3,Average,5
Pindiwala,New Delhi,500,Indian Rupee,2,3,Average,4
FatPlates,Gurgaon,600,Indian Rupee,2,3,Average,18
Cake Away,New Delhi,700,Indian Rupee,2,3,Average,5
Kitchen22,New Delhi,500,Indian Rupee,2,3.1,Average,9
Sai Rasoi,New Delhi,500,Indian Rupee,2,3.1,Average,9
The Crust,New Delhi,500,Indian Rupee,2,3.1,Average,16
Urban Owl,New Delhi,500,Indian Rupee,2,3.1,Average,8
The Taste,Noida,500,Indian Rupee,2,3.1,Average,7
Spice Wok,Faridabad,600,Indian Rupee,2,3.1,Average,18
Kebabplus,Noida,600,Indian Rupee,2,3.1,Average,140
Veg O Non,Gurgaon,650,Indian Rupee,2,3.1,Average,21
Chit Chat,New Delhi,700,Indian Rupee,2,3.1,Average,68
New Zaika,New Delhi,700,Indian Rupee,2,3.1,Average,10
Eat n Joy,New Delhi,500,Indian Rupee,2,3.2,Average,24
IndoCheen,New Delhi,500,Indian Rupee,2,3.2,Average,49
Dhabha 27,Noida,500,Indian Rupee,2,3.2,Average,5
GoGourmet,Gurgaon,600,Indian Rupee,2,3.2,Average,8
Chily Hut,New Delhi,750,Indian Rupee,2,3.2,Average,20
Bean Here,Allahabad,350,Indian Rupee,2,3.3,Average,76
Go Foodie,New Delhi,500,Indian Rupee,2,3.3,Average,105
InnerChef,Noida,500,Indian Rupee,2,3.3,Average,10
Bangkok 1,Gurgaon,550,Indian Rupee,2,3.3,Average,40
The Royal,Gurgaon,550,Indian Rupee,2,3.3,Average,15
Cake 24x7,Gurgaon,600,Indian Rupee,2,3.3,Average,25
Spice Sea,New Delhi,600,Indian Rupee,2,3.3,Average,13
27 Grills,Noida,600,Indian Rupee,2,3.3,Average,159
Raj Rasoi,Patna,600,Indian Rupee,2,3.3,Average,74
Chik Chow,New Delhi,650,Indian Rupee,2,3.3,Average,62
FoodZilla,Gurgaon,700,Indian Rupee,2,3.3,Average,153
Open Yard,Faridabad,800,Indian Rupee,2,3.3,Average,14
Al Kuresh,New Delhi,850,Indian Rupee,2,3.3,Average,85
PizzaVito,Gurgaon,900,Indian Rupee,2,3.3,Average,218
That Baat,Aurangabad,450,Indian Rupee,2,3.4,Average,34
A W Foods,New Delhi,500,Indian Rupee,2,3.4,Average,44
Bal Gopal,New Delhi,500,Indian Rupee,2,3.4,Average,49
Govardhan,New Delhi,500,Indian Rupee,2,3.4,Average,238
Platefull,Noida,600,Indian Rupee,2,3.4,Average,18
Starbucks,Gurgaon,700,Indian Rupee,2,3.5,Good,66
Starbucks,New Delhi,700,Indian Rupee,2,3.5,Good,187
Swaaddesh,Patna,700,Indian Rupee,2,3.5,Good,45
Pizza Hut,Ranchi,700,Indian Rupee,2,3.5,Good,66
Chic Fish,New Delhi,750,Indian Rupee,2,3.5,Good,361
Too Maach,Gurgaon,800,Indian Rupee,2,3.5,Good,46
Naivedyam,New Delhi,500,Indian Rupee,2,3.6,Good,359
Peshawari,New Delhi,500,Indian Rupee,2,3.6,Good,79
Taco Bell,Noida,550,Indian Rupee,2,3.6,Good,397
Al Quresh,New Delhi,600,Indian Rupee,2,3.6,Good,62
FreshMenu,New Delhi,600,Indian Rupee,2,3.6,Good,36
Mr. Grill,New Delhi,600,Indian Rupee,2,3.6,Good,55
Red Mango,Gurgaon,700,Indian Rupee,2,3.6,Good,365
Eggjactly,Gurgaon,500,Indian Rupee,2,3.7,Good,241
Chocomore,New Delhi,500,Indian Rupee,2,3.7,Good,68
Karnataka,New Delhi,500,Indian Rupee,2,3.7,Good,334
Mr. Brown,New Delhi,500,Indian Rupee,2,3.7,Good,50
Dezertfox,New Delhi,550,Indian Rupee,2,3.7,Good,21
FreshMenu,Gurgaon,600,Indian Rupee,2,3.7,Good,198
Red Mango,New Delhi,700,Indian Rupee,2,3.7,Good,185
56 Fresca,Gurgaon,750,Indian Rupee,2,3.7,Good,30
Fit Bites,Noida,800,Indian Rupee,2,3.7,Good,26
Taco Bell,Gurgaon,550,Indian Rupee,2,3.8,Good,176
Theobroma,Gurgaon,600,Indian Rupee,2,3.8,Good,227
Mezzaluna,Mysore,650,Indian Rupee,2,3.8,Good,249
Casa Asia,New Delhi,650,Indian Rupee,2,3.8,Good,306
Pal Dhaba,Chandigarh,700,Indian Rupee,2,3.8,Good,982
Noorjahan,New Delhi,700,Indian Rupee,2,3.8,Good,17
Asian Fun,Noida,700,Indian Rupee,2,3.8,Good,113
Thalaivar,New Delhi,800,Indian Rupee,2,3.8,Good,49
Tsui Wong,New Delhi,800,Indian Rupee,2,3.8,Good,145
Mr. Brown,Ghaziabad,500,Indian Rupee,2,3.9,Good,52
Ding Ding,New Delhi,600,Indian Rupee,2,3.9,Good,93
Wrapchick,Gurgaon,650,Indian Rupee,2,3.9,Good,67
Movenpick,New Delhi,650,Indian Rupee,2,3.9,Good,27
Spindrift,Mangalore,700,Indian Rupee,2,3.9,Good,156
BrewBakes,Guwahati,500,Indian Rupee,2,4,Very Good,28
Bistro 57,New Delhi,500,Indian Rupee,2,4,Very Good,20
Sinyora's,New Delhi,500,Indian Rupee,2,4,Very Good,51
Mr. Brown,Noida,500,Indian Rupee,2,4,Very Good,183
Checker's,Nagpur,550,Indian Rupee,2,4,Very Good,185
Movenpick,Noida,650,Indian Rupee,2,4,Very Good,91
Pizza Hut,Mysore,700,Indian Rupee,2,4,Very Good,304
Starbucks,Noida,700,Indian Rupee,2,4,Very Good,59
Fat Belly,Guwahati,500,Indian Rupee,2,4.1,Very Good,25
Thalaivaa,Surat,500,Indian Rupee,2,4.1,Very Good,70
Pizza Hut,Vadodara,600,Indian Rupee,2,4.1,Very Good,269
Pizza Hut,Bhopal,650,Indian Rupee,2,4.1,Very Good,118
OvenFresh,Chandigarh,650,Indian Rupee,2,4.1,Very Good,397
Kathputli,New Delhi,900,Indian Rupee,2,4.1,Very Good,769
